"","genes","Description","ENSEMBL","logFC","logCPM","F","PValue","FDR","Significance"
"17501","PLIN5","perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]","ENSG00000214456",-0.65234031341807,-0.398911925418796,4.05781939686112,0.0542698316898203,1,"No"
"1151","S100A2","S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]","ENSG00000196754",-1.18968034046679,2.38317951832839,4.05671083307847,0.0543005129276676,1,"No"
"12256","SP7","Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321]","ENSG00000170374",-1.25418335994916,-1.83263683845172,4.04953765442767,0.0544995137235616,1,"No"
"16567","SPTLC3","serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]","ENSG00000172296",-1.00117688369098,2.66078214276184,4.04795876538922,0.0545434258002073,1,"No"
"9881","PGM5P3-AS1","PGM5P3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51194]","ENSG00000277631",-3.14413661416254,-1.53988918596233,4.04740429044813,0.0545588562970864,1,"No"
"17929","NMRK2","nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]","ENSG00000077009",-2.34159210254566,-0.984277927419531,4.04595490588385,0.0545992144389802,1,"No"
"11885","BIN2","bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]","ENSG00000110934",3.6971222917043,-0.296379053923901,4.03777491645613,0.0548276165374682,1,"No"
"8922","MAFA","MAF bZIP transcription factor A [Source:HGNC Symbol;Acc:HGNC:23145]","ENSG00000182759",-1.62217601521094,-1.11220544372548,4.03664920488329,0.0548591327143975,1,"No"
"16416","SERPINB13","serpin family B member 13 [Source:HGNC Symbol;Acc:HGNC:8944]","ENSG00000197641",-2.75517606308221,-0.635061346738005,4.0343281025218,0.0549241801686325,1,"No"
"1406","TMIGD3","transmembrane and immunoglobulin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:51375]","ENSG00000121933",4.14394522940373,0.266271696977875,4.02901886635786,0.0550732945063021,1,"No"
"12930","RCBTB2","RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]","ENSG00000136161",0.388287539754801,6.21788369506892,4.02878738015209,0.0550798063380334,1,"No"
"14446","VAT1L","vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]","ENSG00000171724",-0.965934518417231,7.0619134265731,4.02707295067368,0.0551280611218737,1,"No"
"9056","PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]","ENSG00000155099",-0.215026936852823,4.25058182863748,4.02372483389997,0.0552224352262399,1,"No"
"4417","BTC","betacellulin [Source:HGNC Symbol;Acc:HGNC:1121]","ENSG00000174808",-1.17028902444348,1.82553437267224,4.02177199366985,0.0552775642400235,1,"No"
"16163","MYO1D","myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]","ENSG00000176658",-1.32168359743666,2.15328056682058,4.02112456624908,0.0552958548850021,1,"No"
"15419","THRA","thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]","ENSG00000126351",0.278814906739108,8.52276365840741,4.016864079477,0.0554163889326487,1,"No"
"17771","PNMA8C","PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427]","ENSG00000277531",0.257392034691907,4.90610299074631,4.0156626069142,0.0554504333583617,1,"No"
"9126","PDE7A-DT","PDE7A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55223]","ENSG00000272192",-0.827546158546082,-1.41411169688681,4.01503314033034,0.055468279050418,1,"No"
"952","DIPK1A","divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]","ENSG00000154511",0.421130774975017,4.98662325788373,4.01028225721789,0.0556031775030738,1,"No"
"555","IGSF3","immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]","ENSG00000143061",0.563981666688919,6.47327692657272,4.00563540371993,0.0557354791607076,1,"No"
"16774","SLPI","secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]","ENSG00000124107",-2.29021876008227,1.79430793566636,4.00306240322537,0.0558088879503624,1,"No"
"8745","ADCY8","adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]","ENSG00000155897",0.735730724828898,6.04738926017911,4.00211913021163,0.0558358271664613,1,"No"
"731","SLC6A9","solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]","ENSG00000196517",0.456973820381883,5.82632933544461,4.00134063805788,0.0558580713748214,1,"No"
"11576","STAMBPL1","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]","ENSG00000138134",0.644867215851725,2.51162015415387,3.99853825963547,0.0559382275711513,1,"No"
"1477","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]","ENSG00000117595",-3.27986724348471,0.254781615371517,3.99563652495322,0.0560213620323885,1,"No"
"8148","SASH3","SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975]","ENSG00000122122",3.54351226483784,-0.268572669755123,3.99447501772309,0.0560546780662002,1,"No"
"2895","LIMS1","LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616]","ENSG00000169756",-0.199526493503257,5.02130502721432,3.98370614877061,0.0563646300503914,1,"No"
"12580","LOH12CR2","loss of heterozygosity on chromosome 12, region 2 [Source:HGNC Symbol;Acc:HGNC:26524]","ENSG00000205791",0.315007895691936,1.69957180959455,3.98150384258519,0.0564282545561961,1,"No"
"14026","HMGN2P5","high mobility group nucleosomal binding domain 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33568]","ENSG00000234664",0.322214771442284,1.67749176426315,3.98147680677618,0.0564290361212186,1,"No"
"12231","ANKRD33","ankyrin repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:13788]","ENSG00000167612",-0.970318852206581,0.185758941102934,3.9806903548619,0.0564517766080089,1,"No"
"8868","TERF1","telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]","ENSG00000147601",0.141307469299652,5.59360084260606,3.97919376082639,0.0564950795513953,1,"No"
"6733","ARMC12","armadillo repeat containing 12 [Source:HGNC Symbol;Acc:HGNC:21099]","ENSG00000157343",-0.464851138055645,1.03637856768797,3.97384531617558,0.0566501389790351,1,"No"
"8390","CYBB","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","ENSG00000165168",3.10597886008273,2.312380025091,3.97170988739923,0.0567121820005508,1,"No"
"433","RGS1","regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]","ENSG00000090104",4.04881296165823,-0.598444470541412,3.96957544308679,0.0567742728496993,1,"No"
"3431","TM4SF1","transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]","ENSG00000169908",-1.68082658154418,1.651959758913,3.96798433325426,0.0568206079088763,1,"No"
"10860","ALDH3B1","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]","ENSG00000006534",-0.813930751575262,2.95008983324139,3.96719817480319,0.056843517510703,1,"No"
"13816","ATP8B4","ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]","ENSG00000104043",3.07530813414928,-0.479319575955802,3.96701338873892,0.0568489039075381,1,"No"
"10458","ANO9","anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]","ENSG00000185101",-2.06640685084312,0.566571308152599,3.96475704521495,0.0569147212488785,1,"No"
"13980","ARPIN","actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]","ENSG00000242498",0.21911216843774,6.89209550512004,3.96353560753962,0.0569503862569652,1,"No"
"16522","KDSR-DT","KDSR divergent transcript [Source:HGNC Symbol;Acc:HGNC:55299]","ENSG00000267390",0.338980482001459,2.09567826386963,3.96280366481096,0.0569717704558196,1,"No"
"3483","IL17RD","interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]","ENSG00000144730",0.208695146205616,6.84581507383356,3.95572042436399,0.0571791797014245,1,"No"
"11846","COX14","cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]","ENSG00000178449",-0.286328068498389,3.32886191322936,3.95267716656551,0.0572685523761934,1,"No"
"17751","KLC3","kinesin light chain 3 [Source:HGNC Symbol;Acc:HGNC:20717]","ENSG00000104892",-1.0382125417791,-1.29041264109187,3.94615090075752,0.0574607428178303,1,"No"
"5180","IL9","interleukin 9 [Source:HGNC Symbol;Acc:HGNC:6029]","ENSG00000145839",1.30882448514567,-1.24598810524782,3.9424892080227,0.0575688930914516,1,"No"
"10225","EFEMP2","EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]","ENSG00000172638",-0.220872154457866,7.06368531248073,3.93883815168461,0.0576769574692562,1,"No"
"1599","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]","ENSG00000116717",-0.641574230005004,5.20526450848783,3.93480689908985,0.0577965403622399,1,"No"
"18573","BCR","BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]","ENSG00000186716",0.2623050413867,6.65402091373931,3.93467056335458,0.0578005894973484,1,"No"
"4842","RASSF6","Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]","ENSG00000169435",-3.68771295647236,-1.44810102278677,3.93464661611085,0.0578013007571073,1,"No"
"8109","CA5B","carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]","ENSG00000169239",0.433936949453718,4.15918505776015,3.92864272567232,0.0579799343914618,1,"No"
"15510","SLC25A10","solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]","ENSG00000183048",-0.418477712285364,1.03619542383668,3.92701499180913,0.0580284713973375,1,"No"
"13744","ANP32AP1","acidic nuclear phosphoprotein 32 family member A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42949]","ENSG00000259516",-0.855244498230977,-1.1929675295735,3.92580078021484,0.0580647074828973,1,"No"
"14472","MEAK7","MTOR associated protein, eak-7 homolog [Source:HGNC Symbol;Acc:HGNC:29325]","ENSG00000140950",-0.246230006490947,3.8616238874643,3.92424361061463,0.0581112158741307,1,"No"
"11603","VWA2","von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24709]","ENSG00000165816",-0.951624949133572,0.478466005354592,3.92196623785977,0.0581793103353417,1,"No"
"14480","PIEZO1","piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]","ENSG00000103335",-0.426099100655226,5.7290217490807,3.92054964625998,0.0582217123944235,1,"No"
"210","F3","coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]","ENSG00000117525",-0.562325912680339,8.12128697542828,3.91639720215159,0.0583462059329219,1,"No"
"3572","PARL","presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]","ENSG00000175193",-0.338595595540092,2.6236470638487,3.91637822363863,0.0583467756116153,1,"No"
"11592","CDHR1","cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]","ENSG00000148600",0.618150003709577,5.2719872105083,3.91386870815044,0.0584221590478528,1,"No"
"1391","IPP","intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]","ENSG00000197429",0.182499568891654,4.69645569511171,3.91161631272788,0.0584899122852957,1,"No"
"12207","RFX4","regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985]","ENSG00000111783",0.305136609204166,7.39451828884533,3.9072369538405,0.0586218992297132,1,"No"
"4908","STIM2","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]","ENSG00000109689",-0.212271538878065,6.29970537474202,3.90620932642492,0.0586529188795214,1,"No"
"17702","MKNK2","MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]","ENSG00000099875",-0.312790868355453,6.59323423484338,3.9061761333672,0.0586539211433754,1,"No"
"7028","SEC61G","SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]","ENSG00000132432",-0.27135292316963,4.6905558025705,3.90162640647378,0.0587914828469231,1,"No"
"13420","C14orf132","chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]","ENSG00000227051",0.391867771694077,8.34372817654692,3.90153895290713,0.0587941305776263,1,"No"
"15825","UTS2R","urotensin 2 receptor [Source:HGNC Symbol;Acc:HGNC:4468]","ENSG00000181408",-0.965487639973404,-1.4548600354122,3.90083075454071,0.0588155768323701,1,"No"
"9057","OTUD6B-AS1","OTUD6B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50466]","ENSG00000253738",0.11347401760275,4.92779504023839,3.89420152239736,0.0590167567976456,1,"No"
"14074","CSNK1A1P1","casein kinase 1 alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30446]","ENSG00000223518",1.0910923276902,1.55896399058569,3.89103449491453,0.0591131414872465,1,"No"
"1334","RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]","ENSG00000118873",-0.263020412893027,5.47453666331664,3.89080726580703,0.0591200637507021,1,"No"
"13084","HSPH1","heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]","ENSG00000120694",0.227029402259457,6.88105541967555,3.88727821986762,0.0592276892773704,1,"No"
"863","RBMXL1","RBMX like 1 [Source:HGNC Symbol;Acc:HGNC:25073]","ENSG00000213516",0.214165259017734,5.21263830489598,3.88484504996848,0.0593020224132803,1,"No"
"10651","CDON","cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]","ENSG00000064309",-0.699767847940955,4.25216695306978,3.88276477210533,0.0593656581118687,1,"No"
"8452","MOSPD1","motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]","ENSG00000101928",-0.655712257815979,3.69555946687711,3.88271384410701,0.0593672169641954,1,"No"
"8718","MAL2","mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]","ENSG00000147676",-1.46651255302952,1.96547776096934,3.87990768437659,0.0594531819064969,1,"No"
"18735","LINC01315","long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]","ENSG00000229891",0.429967755355421,2.28174015066474,3.87880485120528,0.0594870049080742,1,"No"
"15361","SAT2","spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]","ENSG00000141504",-0.169033054307459,6.23781023808489,3.87791920268498,0.0595141827354557,1,"No"
"2666","COL4A4","collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]","ENSG00000081052",-1.35883803530903,-0.153046028295536,3.87704295115072,0.059541085973427,1,"No"
"18887","ABCG1","ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]","ENSG00000160179",-0.482975774691029,4.08770373123659,3.87410271753692,0.0596314591431723,1,"No"
"17818","CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]","ENSG00000105383",5.17489347654843,-1.22154684069375,3.97728103625534,0.0596718585856614,1,"No"
"15671","MAP3K14-AS1","MAP3K14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44359]","ENSG00000267278",-0.426002510356554,3.26447589999927,3.87153097093332,0.0597106330181433,1,"No"
"1688","PLA2G2A","phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031]","ENSG00000188257",-2.69952985918592,2.56411286990964,3.86988994069562,0.0597612157623584,1,"No"
"11450","CHAT","choline O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:1912]","ENSG00000070748",-3.20756594324164,-1.48498181893997,3.9125060960182,0.059832817558242,1,"No"
"5085","MCIDAS","multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050]","ENSG00000234602",-3.14307513125415,-1.68163931838309,3.86703710296527,0.059849266018332,1,"No"
"6870","HMGN3-AS1","HMGN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48984]","ENSG00000270362",-0.426308619177644,1.38515739975519,3.85910686369952,0.0600947950717459,1,"No"
"10564","FADS2","fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]","ENSG00000134824",0.250885899195871,10.6250479186671,3.85725588480957,0.0601522667968704,1,"No"
"4320","FYTTD1","forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]","ENSG00000122068",0.186226459057395,6.4608316779187,3.85474914902282,0.0602301981888215,1,"No"
"7207","PPP1R35","protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]","ENSG00000160813",-0.305924827285787,2.94560827327107,3.85329523222511,0.0602754508740993,1,"No"
"13296","SERPINA3","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]","ENSG00000196136",-0.985149284269909,2.90952659770786,3.85103156186137,0.0603459832148307,1,"No"
"8142","IRS4","insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]","ENSG00000133124",-3.04194682223756,0.864638212999662,3.84957942500344,0.0603912784769127,1,"No"
"18449","RPS19BP1","ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]","ENSG00000187051",-0.250141461636195,5.3143290887851,3.84912008717806,0.0604056141899818,1,"No"
"13664","HIF1A-AS3","HIF1A antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:54284]","ENSG00000258667",-2.08060829085115,1.70495747685491,3.8448527518805,0.0605389792834786,1,"No"
"10500","VPS37C","VPS37C subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:26097]","ENSG00000167987",-0.225365327966649,4.72978366470963,3.84423010094831,0.0605584664593677,1,"No"
"3630","CLDN16","claudin 16 [Source:HGNC Symbol;Acc:HGNC:2037]","ENSG00000113946",-2.61237780348823,-1.65786393634956,3.84346318060233,0.0605824785758019,1,"No"
"10625","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]","ENSG00000166106",-0.694856696438747,6.53895416733784,3.84008699283969,0.0606883140888071,1,"No"
"11725","WDR37","WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]","ENSG00000047056",-0.18350497029177,5.19272080401013,3.83851050181395,0.0607378047732796,1,"No"
"12593","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]","ENSG00000196935",0.317846999951185,6.61073331002519,3.83749822152788,0.0607696072257572,1,"No"
"15283","SP6","Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]","ENSG00000189120",-1.80148248695042,-0.807724950304999,3.83654992634688,0.0607994165218046,1,"No"
"2393","KRTCAP3","keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]","ENSG00000157992",-0.464124361839613,1.47809161823133,3.82754567726038,0.0610832850443678,1,"No"
"10028","IMMP1L","inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317]","ENSG00000148950",-0.248568029429331,2.28591985884624,3.82730210988785,0.0610909845077025,1,"No"
"12852","MYO16","myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]","ENSG00000041515",0.395844308582736,4.70687138848468,3.81239336246772,0.0615643598615235,1,"No"
"11758","PLAC9","placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255]","ENSG00000189129",-0.854432165571794,2.32209957379265,3.8112935037188,0.0615994456576228,1,"No"
"18987","RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]","ENSG00000159200",-0.577852538469086,6.18056900163958,3.80784097099843,0.061709729084226,1,"No"
"10572","PPFIBP2","PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]","ENSG00000166387",-0.645662134881224,3.14974003916862,3.80771000086479,0.0617139170165837,1,"No"
"1589","RORC","RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]","ENSG00000143365",-2.18394896901382,-0.299727558511038,3.80618866877101,0.0617625870068614,1,"No"
"1372","SLC66A1","solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001]","ENSG00000040487",-0.220662820375297,4.3810987765868,3.80509996787782,0.0617974429858612,1,"No"
"17575","KIRREL2","kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816]","ENSG00000126259",-0.965955160100245,1.45416471613731,3.80459235108745,0.0618137024951043,1,"No"
"4255","MITF","melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]","ENSG00000187098",-1.08063890400929,2.79348501219599,3.80194182324807,0.0618986802087833,1,"No"
"774","OBSCN-AS1","OBSCN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32047]","ENSG00000162913",-1.28440833263923,-0.137143326350878,3.79969732105453,0.0619707435840179,1,"No"
"13800","SLC27A2","solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]","ENSG00000140284",-2.43541612332417,-0.286051053989217,3.7990671003499,0.0619909948645185,1,"No"
"9907","PABIR1","PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1 [Source:HGNC Symbol;Acc:HGNC:23490]","ENSG00000187866",-0.419261630384521,4.22288060015221,3.79294475207594,0.0621881174280106,1,"No"
"17772","FXYD3","FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:HGNC:4027]","ENSG00000089356",-1.77873762841694,-0.898582626814946,3.79211212031571,0.0622149804720103,1,"No"
"5239","JAKMIP2","janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067]","ENSG00000176049",0.267523964162207,5.48138156533322,3.7901901534305,0.0622770385676278,1,"No"
"9199","ANGPT1","angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]","ENSG00000154188",0.43813284478404,6.49557101142677,3.78878974938725,0.0623223000121819,1,"No"
"10600","TSG101","tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]","ENSG00000074319",-0.17288713088189,5.40422634696855,3.78596983292449,0.0624135532214214,1,"No"
"11275","DYNC1I2P1","dynein cytoplasmic 1 intermediate chain 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45012]","ENSG00000225137",0.392463086862419,-0.489633888717363,3.7828173978695,0.0625157454543328,1,"No"
"7652","ARPC1A","actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]","ENSG00000241685",-0.212276119503542,4.27994731643144,3.78141956262213,0.0625611194161489,1,"No"
"724","KNCN","kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]","ENSG00000162456",1.08722315103052,0.195458081266094,3.77716347685526,0.0626995018066813,1,"No"
"4698","SMAD1","SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]","ENSG00000170365",0.330099732962004,6.53533380200231,3.77418544766403,0.0627965350059222,1,"No"
"9479","STRBP","spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]","ENSG00000165209",0.209852741767602,5.0334663927896,3.76956406719266,0.0629474495293047,1,"No"
"11372","LINC02668","long intergenic non-protein coding RNA 2668 [Source:HGNC Symbol;Acc:HGNC:54154]","ENSG00000226762",-1.32334573112052,-0.913689501147149,3.769117145424,0.0629620657912565,1,"No"
"2298","LRP2","LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]","ENSG00000081479",1.17822326485067,0.205209431375884,3.76709357611475,0.0630282931883041,1,"No"
"15092","CDIPTOSP","CDIP transferase opposite strand, pseudogene [Source:HGNC Symbol;Acc:HGNC:48609]","ENSG00000214725",-1.18262122580839,-1.26127964468761,3.76255129864926,0.0631772396177474,1,"No"
"12176","TMED2-DT","TMED2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53346]","ENSG00000247373",-0.336617009891805,2.74140534671593,3.76158161548031,0.0632090881007468,1,"No"
"16912","ZNF334","zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]","ENSG00000198185",-0.251250654350263,5.39152060783077,3.76134989845565,0.0632167013490119,1,"No"
"9200","DUSP4","dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]","ENSG00000120875",-0.910554465361339,3.49075064163513,3.76030002761789,0.0632512086762364,1,"No"
"5839","CAMK2A","calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]","ENSG00000070808",-0.811735944260537,3.81048872395681,3.75765780598616,0.0633381478485486,1,"No"
"269","KCNJ9","potassium inwardly rectifying channel subfamily J member 9 [Source:HGNC Symbol;Acc:HGNC:6270]","ENSG00000162728",0.812367417166053,3.21349174554547,3.75390890464792,0.0634617327470775,1,"No"
"3395","ILDR1","immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]","ENSG00000145103",-1.74506808211986,-1.40227167301955,3.75363088137228,0.0634709088047693,1,"No"
"5655","SLC26A2","solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]","ENSG00000155850",-1.06049945258164,3.90119119102076,3.75243388116461,0.0635104324866648,1,"No"
"1407","ADORA3","adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]","ENSG00000282608",4.13951998919013,-0.452755289941912,3.79079499974074,0.063648260141972,1,"No"
"5782","FAM153B","family with sequence similarity 153 member B [Source:HGNC Symbol;Acc:HGNC:27323]","ENSG00000289731",-2.23601999553215,0.154870320114004,3.74445018623283,0.0637747579920008,1,"No"
"2238","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]","ENSG00000170340",-0.339861996208234,3.05084716333793,3.7429667658936,0.0638240081334407,1,"No"
"13968","JMJD7","jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]","ENSG00000243789",-0.484257617339218,-0.523762596948716,3.74066073904842,0.0639006544920521,1,"No"
"16374","ATP8B1","ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]","ENSG00000081923",-1.35844901998373,0.805136998801662,3.74018401083619,0.0639165126733728,1,"No"
"7330","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]","ENSG00000105821",0.175759018774003,3.97269395846115,3.74016758800128,0.0639170590519177,1,"No"
"5284","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENSG00000120705",-0.140046134743991,6.34952059071239,3.73918827041915,0.0639496499441904,1,"No"
"3036","IAH1","isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]","ENSG00000134330",-0.165893250444498,4.73307057998482,3.73857305751191,0.0639701333329639,1,"No"
"18461","TIMP3","TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]","ENSG00000100234",-0.535080430111655,8.22225809896923,3.73825328697326,0.0639807829563852,1,"No"
"399","ATF3","activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]","ENSG00000162772",-0.886883645731977,3.11738094070307,3.72655129497567,0.0643718873340592,1,"No"
"16639","RPS21","ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]","ENSG00000171858",-0.268350036322637,6.27741972198909,3.72242835843872,0.0645103274439387,1,"No"
"17567","EPHX3","epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]","ENSG00000105131",-1.54232107831825,0.137557560613867,3.71358492469941,0.0648084092585508,1,"No"
